#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1762800      2.01e+00    1.15e+00      8.97e-02    2.92e-02      1.38e-01    8.34e-02    9.3e-05
1762900      1.39e+00    1.35e+00      3.66e-03    6.62e-02      1.02e-01    9.64e-02    9.3e-05
1763000      1.84e+00    2.38e+00      4.01e-02    9.33e-02      1.34e-01    1.65e-01    9.3e-05
1763100      1.35e+00    1.16e+00      8.82e-02    1.27e-02      9.06e-02    8.46e-02    9.3e-05
1763200      1.03e+00    2.27e+00      1.74e-03    3.55e-02      7.54e-02    1.65e-01    9.3e-05
1763300      6.80e-01    1.40e+00      1.90e-02    9.37e-03      4.84e-02    1.02e-01    9.3e-05
1763400      7.93e-01    1.26e+00      2.31e-02    3.12e-03      5.45e-02    9.24e-02    9.3e-05
1763500      7.79e-01    1.57e+00      5.04e-03    1.41e-02      5.69e-02    1.15e-01    9.3e-05
1763600      1.57e+00    1.14e+00      1.14e-02    1.93e-02      1.15e-01    8.23e-02    9.3e-05
1763700      2.60e-01    1.86e+00      7.94e-03    7.99e-03      1.88e-02    1.36e-01    9.3e-05
1763800      1.05e+00    1.48e+00      1.36e-02    3.71e-02      7.69e-02    1.07e-01    9.3e-05
1763900      1.29e+00    1.68e+00      1.22e-02    4.28e-02      9.43e-02    1.22e-01    9.3e-05
1764000      3.98e+00    9.05e-01      1.11e-02    1.25e-02      2.91e-01    6.56e-02    9.3e-05
1764100      1.20e+00    7.61e-01      9.13e-03    4.63e-02      8.80e-02    5.42e-02    9.3e-05
1764200      1.26e+00    1.16e+00      4.50e-02    2.06e-02      9.04e-02    8.40e-02    9.3e-05
1764300      2.24e+00    9.56e-01      4.30e-02    2.09e-02      1.64e-01    6.74e-02    9.3e-05
1764400      2.18e+00    1.79e+00      3.16e-03    4.61e-02      1.60e-01    1.30e-01    9.3e-05
1764500      1.04e+00    2.22e+00      4.86e-02    3.62e-02      6.79e-02    1.61e-01    9.3e-05
1764600      8.96e-01    1.16e+00      1.05e-02    1.15e-02      6.53e-02    8.47e-02    9.3e-05
1764700      1.29e+00    1.99e+00      6.74e-03    2.22e-02      9.44e-02    1.45e-01    9.3e-05
1764800      1.51e+00    2.31e+00      8.76e-03    1.42e-02      1.10e-01    1.69e-01    9.3e-05
1764900      1.01e+00    1.29e+00      1.10e-02    2.08e-01      7.36e-02    5.30e-02    9.3e-05
1765000      1.36e+00    2.09e+00      3.24e-02    2.19e-02      9.89e-02    1.53e-01    9.2e-05
1765100      1.12e+00    9.63e-01      2.86e-02    1.17e-01      7.90e-02    6.72e-02    9.2e-05
1765200      2.30e+00    1.43e+00      3.92e-01    1.54e-02      1.42e-01    1.05e-01    9.2e-05
1765300      1.52e+00    1.89e+00      3.30e-02    2.65e-02      1.11e-01    1.38e-01    9.2e-05
1765400      9.35e-01    1.86e+00      1.25e-02    9.06e-03      6.80e-02    1.36e-01    9.2e-05
1765500      1.68e+00    1.23e+00      1.06e-04    1.27e-02      1.23e-01    9.00e-02    9.2e-05
1765600      1.71e+00    9.60e-01      1.87e-02    1.22e-02      1.25e-01    7.02e-02    9.2e-05
1765700      1.62e+00    1.63e+00      1.13e-03    8.85e-03      1.19e-01    1.19e-01    9.2e-05
1765800      2.72e+00    1.60e+00      1.36e-01    1.80e-02      1.94e-01    1.17e-01    9.2e-05
1765900      1.51e+00    1.24e+00      2.76e-02    2.76e-02      1.10e-01    8.99e-02    9.2e-05
1766000      1.90e+00    2.38e+00      8.82e-02    4.22e-02      1.35e-01    1.73e-01    9.2e-05
1766100      1.05e+00    1.85e+00      2.29e-02    2.37e-02      7.64e-02    1.35e-01    9.2e-05
1766200      1.27e+00    1.34e+00      6.92e-03    2.02e-02      9.31e-02    9.82e-02    9.2e-05
1766300      2.53e+00    1.33e+00      9.83e-03    2.54e-02      1.86e-01    9.64e-02    9.2e-05
1766400      9.04e-01    1.67e+00      6.79e-02    1.02e-02      5.78e-02    1.22e-01    9.2e-05
1766500      1.26e+00    1.54e+00      1.16e-02    5.28e-02      9.25e-02    1.11e-01    9.2e-05
1766600      9.23e-01    1.02e+00      4.98e-03    4.99e-02      6.76e-02    7.36e-02    9.2e-05
1766700      8.07e-01    1.56e+00      1.95e-02    1.05e-01      5.68e-02    1.09e-01    9.2e-05
1766800      1.25e+00    1.48e+00      1.01e-02    1.54e-02      9.16e-02    1.09e-01    9.2e-05
1766900      2.51e+00    1.43e+00      1.52e-02    3.56e-03      1.84e-01    1.05e-01    9.2e-05
1767000      1.55e+00    1.33e+00      8.05e-03    2.64e-02      1.14e-01    9.68e-02    9.2e-05
1767100      1.96e+00    8.57e-01      1.87e-02    4.73e-02      1.43e-01    6.07e-02    9.2e-05
1767200      1.96e+00    1.03e+00      1.93e-03    1.14e-02      1.44e-01    7.50e-02    9.2e-05
1767300      9.15e-01    2.43e+00      3.27e-02    5.27e-02      6.53e-02    1.78e-01    9.2e-05
1767400      1.78e+00    1.25e+00      4.15e-03    1.39e-02      1.31e-01    9.15e-02    9.2e-05
1767500      1.35e+00    1.16e+00      6.42e-03    2.02e-02      9.91e-02    8.40e-02    9.2e-05
1767600      3.84e+00    2.01e+00      8.18e-02    1.97e-02      2.81e-01    1.47e-01    9.2e-05
1767700      1.33e+00    2.23e+00      4.63e-02    5.62e-02      9.17e-02    1.61e-01    9.2e-05
1767800      1.53e+00    1.44e+00      1.75e-02    1.11e-02      1.11e-01    1.05e-01    9.2e-05
1767900      1.02e+00    2.02e+00      5.85e-03    1.63e-02      7.49e-02    1.48e-01    9.2e-05
1768000      1.01e+00    1.65e+00      6.68e-03    1.67e-02      7.38e-02    1.21e-01    9.2e-05
1768100      1.45e+00    1.63e+00      6.12e-03    2.58e-02      1.07e-01    1.19e-01    9.2e-05
1768200      1.39e+00    1.90e+00      3.73e-03    9.01e-02      1.02e-01    1.30e-01    9.2e-05
1768300      1.43e+00    1.14e+00      9.91e-03    1.56e-02      1.05e-01    8.29e-02    9.2e-05
1768400      1.80e+00    1.31e+00      1.74e-02    1.33e-02      1.32e-01    9.63e-02    9.2e-05
1768500      1.70e+00    9.88e-01      7.80e-02    1.78e-02      1.22e-01    7.15e-02    9.2e-05
1768600      1.20e+00    1.19e+00      2.26e-02    1.57e-02      8.75e-02    8.60e-02    9.2e-05
1768700      1.48e+00    1.50e+00      2.26e-03    6.81e-02      1.09e-01    1.06e-01    9.2e-05
1768800      2.71e+00    9.84e-01      4.97e-03    2.63e-02      1.99e-01    7.12e-02    9.2e-05
1768900      1.21e+00    1.44e+00      3.04e-02    8.23e-03      8.76e-02    1.06e-01    9.2e-05
1769000      1.63e+00    1.02e+00      4.07e-03    1.18e-02      1.19e-01    7.44e-02    9.2e-05
1769100      2.72e+00    2.01e+00      2.12e-02    5.90e-02      2.00e-01    1.46e-01    9.2e-05
1769200      1.33e+00    1.08e+00      4.69e-02    2.26e-02      9.38e-02    7.79e-02    9.2e-05
1769300      2.00e+00    9.66e-01      9.88e-02    1.29e-02      1.41e-01    7.06e-02    9.2e-05
1769400      1.70e+00    1.29e+00      2.70e-02    1.52e-02      1.24e-01    9.41e-02    9.2e-05
1769500      8.46e-01    1.91e+00      3.28e-03    5.07e-02      6.21e-02    1.38e-01    9.2e-05
1769600      9.05e-01    1.54e+00      2.53e-04    2.43e-02      6.64e-02    1.12e-01    9.2e-05
1769700      8.14e-01    1.12e+00      8.35e-03    1.54e-02      5.96e-02    8.14e-02    9.2e-05
1769800      1.27e+00    1.19e+00      9.78e-03    9.18e-03      9.33e-02    8.70e-02    9.2e-05
1769900      2.09e+00    1.98e+00      1.55e-02    3.81e-02      1.53e-01    1.43e-01    9.2e-05
1770000      3.35e+00    7.52e-01      8.04e-02    2.52e-02      2.42e-01    5.25e-02    9.2e-05
1770100      1.16e+00    1.12e+00      2.04e-02    1.17e-02      8.45e-02    8.16e-02    9.2e-05
1770200      2.07e+00    1.68e+00      6.85e-02    1.38e-02      1.49e-01    1.24e-01    9.2e-05
1770300      2.18e+00    1.90e+00      2.74e-03    3.70e-02      1.60e-01    1.40e-01    9.2e-05
1770400      9.35e-01    1.61e+00      2.32e-02    2.71e-02      6.79e-02    1.18e-01    9.2e-05
1770500      1.16e+00    1.71e+00      4.41e-02    3.12e-02      7.92e-02    1.24e-01    9.2e-05
1770600      7.82e-01    1.92e+00      1.08e-02    5.21e-02      5.68e-02    1.38e-01    9.2e-05
1770700      2.43e+00    1.63e+00      1.74e-01    2.55e-02      1.72e-01    1.20e-01    9.2e-05
1770800      9.10e-01    1.55e+00      2.26e-03    4.56e-02      6.69e-02    1.11e-01    9.2e-05
1770900      9.48e-01    1.65e+00      5.47e-03    1.98e-02      6.97e-02    1.21e-01    9.2e-05
1771000      2.37e+00    1.22e+00      4.07e-02    3.32e-02      1.74e-01    8.90e-02    9.2e-05
1771100      1.38e+00    3.26e+00      1.29e-01    1.60e-01      7.03e-02    2.22e-01    9.2e-05
1771200      1.11e+00    1.30e+00      6.82e-03    1.68e-02      8.17e-02    9.48e-02    9.2e-05
1771300      2.73e+00    1.80e+00      1.90e-02    1.67e-02      2.00e-01    1.32e-01    9.2e-05
1771400      1.51e+00    1.24e+00      1.79e-02    2.54e-02      1.11e-01    8.98e-02    9.2e-05
1771500      1.22e+00    1.32e+00      2.60e-02    1.73e-02      8.93e-02    9.65e-02    9.2e-05
1771600      1.54e+00    1.11e+00      5.21e-03    2.45e-02      1.13e-01    8.07e-02    9.2e-05
1771700      1.55e+00    7.03e-01      5.80e-04    1.78e-02      1.14e-01    5.03e-02    9.2e-05
1771800      1.55e+00    2.78e+00      1.40e-02    8.77e-02      1.14e-01    2.01e-01    9.2e-05
1771900      1.63e+00    1.01e+00      1.11e-01    1.26e-02      1.12e-01    7.44e-02    9.2e-05
1772000      1.68e+00    1.36e+00      2.43e-02    2.21e-02      1.24e-01    9.95e-02    9.2e-05
1772100      2.13e+00    1.12e+00      5.26e-03    2.68e-02      1.57e-01    7.96e-02    9.2e-05
1772200      1.39e+00    2.14e+00      5.51e-03    6.24e-02      1.02e-01    1.56e-01    9.2e-05
1772300      6.90e-01    1.63e+00      4.01e-03    2.62e-02      5.07e-02    1.19e-01    9.2e-05
1772400      1.97e+00    1.95e+00      4.81e-03    3.59e-02      1.45e-01    1.42e-01    9.2e-05
1772500      2.53e+00    1.28e+00      2.89e-04    1.50e-02      1.86e-01    9.36e-02    9.2e-05
1772600      9.92e-01    1.27e+00      6.07e-03    1.13e-02      7.28e-02    9.31e-02    9.2e-05
1772700      1.58e+00    1.13e+00      2.08e-02    2.22e-02      1.16e-01    8.20e-02    9.2e-05
1772800      1.37e+00    1.64e+00      4.11e-02    2.54e-02      9.71e-02    1.19e-01    9.2e-05
1772900      1.99e+00    1.77e+00      2.96e-02    6.71e-02      1.45e-01    1.27e-01    9.2e-05
1773000      1.13e+00    1.34e+00      1.00e-02    2.56e-02      8.28e-02    9.82e-02    9.2e-05
1773100      1.53e+00    1.25e+00      1.37e-02    1.44e-02      1.12e-01    9.11e-02    9.2e-05
1773200      9.62e-01    1.28e+00      1.56e-02    1.01e-02      7.04e-02    9.43e-02    9.2e-05
1773300      5.14e-01    1.70e+00      2.15e-02    2.49e-02      3.42e-02    1.24e-01    9.2e-05
1773400      1.55e+00    1.25e+00      2.37e-02    1.97e-02      1.13e-01    8.99e-02    9.2e-05
1773500      1.20e+00    1.49e+00      6.98e-03    3.84e-02      8.78e-02    1.07e-01    9.2e-05
1773600      9.22e-01    8.56e-01      8.20e-02    1.10e-02      6.16e-02    6.28e-02    9.2e-05
1773700      2.45e+00    1.90e+00      1.28e-02    1.37e-02      1.80e-01    1.40e-01    9.2e-05
1773800      2.66e+00    1.86e+00      4.20e-02    6.92e-02      1.95e-01    1.34e-01    9.2e-05
1773900      1.37e+00    1.65e+00      2.30e-02    3.42e-02      1.00e-01    1.21e-01    9.2e-05
1774000      1.26e+00    1.46e+00      2.23e-02    4.52e-02      9.10e-02    1.05e-01    9.2e-05
1774100      9.31e-01    9.18e-01      8.84e-03    5.64e-02      6.81e-02    6.58e-02    9.2e-05
1774200      1.39e+00    8.45e-01      3.48e-02    1.77e-02      1.01e-01    6.07e-02    9.2e-05
1774300      1.53e+00    1.66e+00      2.59e-02    1.17e-02      1.12e-01    1.22e-01    9.2e-05
1774400      8.54e-01    1.84e+00      5.67e-03    3.09e-02      6.27e-02    1.35e-01    9.2e-05
1774500      2.32e+00    1.76e+00      7.18e-03    1.99e-02      1.71e-01    1.29e-01    9.2e-05
1774600      1.46e+00    1.15e+00      6.26e-03    3.17e-02      1.08e-01    8.21e-02    9.2e-05
1774700      2.15e+00    9.73e-01      8.24e-03    1.09e-02      1.58e-01    7.12e-02    9.2e-05
1774800      2.29e+00    1.72e+00      1.95e-01    3.09e-02      1.32e-01    1.25e-01    9.2e-05
1774900      1.13e+00    2.07e+00      6.61e-02    2.80e-02      7.96e-02    1.51e-01    9.2e-05
1775000      1.18e+00    8.40e-01      1.02e-02    3.29e-02      8.72e-02    5.76e-02    9.2e-05
1775100      1.33e+00    2.22e+00      8.03e-02    2.40e-02      9.20e-02    1.63e-01    9.2e-05
1775200      1.43e+00    1.54e+00      2.15e-02    2.38e-02      1.05e-01    1.13e-01    9.2e-05
1775300      1.22e+00    1.45e+00      3.14e-02    1.73e-02      8.89e-02    1.07e-01    9.2e-05
1775400      6.57e-01    1.50e+00      2.78e-02    1.35e-02      4.45e-02    1.10e-01    9.2e-05
1775500      1.18e+00    1.12e+00      3.51e-02    1.03e-02      8.61e-02    8.19e-02    9.2e-05
1775600      1.97e+00    1.48e+00      9.37e-03    3.34e-02      1.46e-01    1.07e-01    9.2e-05
1775700      1.31e+00    1.97e+00      2.03e-02    2.34e-02      9.61e-02    1.44e-01    9.2e-05
1775800      3.51e+00    1.54e+00      1.67e-02    1.49e-02      2.59e-01    1.13e-01    9.2e-05
1775900      7.35e-01    1.05e+00      8.27e-03    1.47e-02      5.39e-02    7.70e-02    9.2e-05
1776000      1.06e+00    8.21e-01      1.94e-03    8.09e-03      7.80e-02    6.03e-02    9.2e-05
1776100      7.30e-01    1.04e+00      1.30e-02    4.25e-02      5.35e-02    7.48e-02    9.2e-05
1776200      2.28e-01    1.12e+00      1.79e-02    3.23e-02      1.59e-02    8.12e-02    9.2e-05
1776300      1.46e+00    1.09e+00      4.03e-02    1.72e-02      1.06e-01    8.02e-02    9.2e-05
1776400      1.63e+00    1.35e+00      3.13e-02    2.69e-02      1.19e-01    9.85e-02    9.2e-05
1776500      1.79e+00    9.26e-01      7.98e-02    2.60e-02      1.27e-01    6.59e-02    9.2e-05
1776600      1.24e+00    1.12e+00      2.80e-04    2.60e-02      9.15e-02    7.93e-02    9.2e-05
1776700      1.67e+00    2.21e+00      3.89e-02    4.60e-02      1.23e-01    1.62e-01    9.2e-05
1776800      2.08e+00    1.62e+00      2.77e-02    4.79e-02      1.52e-01    1.17e-01    9.2e-05
1776900      9.58e-01    1.97e+00      9.93e-03    2.07e-01      7.02e-02    1.32e-01    9.2e-05
1777000      1.16e+00    1.33e+00      9.02e-03    2.37e-02      8.55e-02    9.67e-02    9.2e-05
1777100      3.27e+00    1.72e+00      2.76e-01    4.17e-02      1.95e-01    1.25e-01    9.2e-05
1777200      1.74e+00    9.85e-01      3.69e-02    2.64e-02      1.27e-01    7.04e-02    9.2e-05
1777300      1.02e+00    8.24e-01      3.37e-03    2.34e-02      7.54e-02    5.86e-02    9.2e-05
1777400      2.50e+00    1.12e+00      2.26e-02    3.49e-02      1.84e-01    8.19e-02    9.2e-05
1777500      1.54e+00    1.21e+00      1.29e-02    9.69e-03      1.13e-01    8.87e-02    9.2e-05
1777600      1.34e+00    1.28e+00      1.12e-02    7.91e-03      9.87e-02    9.41e-02    9.2e-05
1777700      1.09e+00    1.37e+00      1.13e-02    3.13e-02      8.05e-02    1.00e-01    9.2e-05
1777800      8.61e-01    1.40e+00      3.69e-02    2.44e-02      6.04e-02    1.02e-01    9.2e-05
1777900      1.66e+00    1.50e+00      2.67e-02    2.84e-02      1.21e-01    1.10e-01    9.2e-05
1778000      1.26e+00    7.03e-01      5.70e-03    5.11e-02      9.28e-02    4.87e-02    9.2e-05
1778100      1.33e+00    3.08e+00      1.41e-02    3.71e-02      9.82e-02    2.25e-01    9.2e-05
1778200      1.94e+00    1.10e+00      2.25e-02    1.51e-02      1.42e-01    7.98e-02    9.2e-05
1778300      1.33e+00    1.80e+00      1.39e-02    3.90e-02      9.79e-02    1.30e-01    9.2e-05
1778400      2.40e+00    2.68e+00      2.45e-02    1.58e-02      1.76e-01    1.98e-01    9.2e-05
1778500      7.48e-01    1.90e+00      1.62e-02    2.44e-02      5.34e-02    1.40e-01    9.2e-05
1778600      7.86e-01    1.67e+00      1.94e-02    1.49e-02      5.70e-02    1.23e-01    9.2e-05
1778700      1.26e+00    1.03e+00      5.33e-02    3.66e-02      8.95e-02    7.53e-02    9.2e-05
1778800      1.68e+00    1.54e+00      1.26e-02    2.88e-02      1.23e-01    1.12e-01    9.2e-05
1778900      1.12e+00    1.64e+00      1.41e-02    2.29e-02      8.20e-02    1.20e-01    9.2e-05
1779000      7.15e-01    1.73e+00      2.01e-02    1.59e-02      5.09e-02    1.27e-01    9.2e-05
1779100      2.48e+00    1.02e+00      1.74e-02    3.16e-02      1.83e-01    7.39e-02    9.2e-05
1779200      1.63e+00    2.25e+00      1.15e-03    5.48e-02      1.20e-01    1.63e-01    9.2e-05
1779300      2.54e+00    2.40e+00      2.12e-02    6.05e-02      1.87e-01    1.74e-01    9.2e-05
1779400      7.50e-01    1.88e+00      3.02e-02    2.64e-02      5.15e-02    1.39e-01    9.2e-05
1779500      8.87e-01    1.18e+00      4.19e-02    1.25e-02      6.42e-02    8.69e-02    9.2e-05
1779600      1.99e+00    1.70e+00      3.04e-02    4.64e-02      1.46e-01    1.24e-01    9.2e-05
1779700      1.13e+00    2.41e+00      2.02e-02    3.57e-02      8.25e-02    1.76e-01    9.2e-05
1779800      4.80e-01    1.78e+00      4.81e-02    7.46e-02      3.12e-02    1.29e-01    9.2e-05
1779900      8.23e-01    1.11e+00      1.93e-02    3.39e-02      6.04e-02    8.02e-02    9.2e-05
1780000      1.05e+00    8.32e-01      3.75e-02    3.26e-02      7.31e-02    5.63e-02    9.1e-05
1780100      2.26e+00    1.15e+00      2.69e-02    1.95e-02      1.66e-01    8.35e-02    9.1e-05
1780200      1.56e+00    1.83e+00      1.16e-03    5.14e-02      1.15e-01    1.33e-01    9.1e-05
1780300      1.09e+00    1.78e+00      8.87e-03    1.39e-02      8.04e-02    1.31e-01    9.1e-05
1780400      4.55e+00    1.23e+00      1.75e-02    2.29e-02      3.36e-01    9.02e-02    9.1e-05
1780500      1.23e+00    9.86e-01      1.43e-02    4.01e-02      9.07e-02    6.95e-02    9.1e-05
1780600      1.06e+00    1.53e+00      2.83e-03    6.16e-02      7.86e-02    1.10e-01    9.1e-05
1780700      2.13e+00    1.24e+00      1.41e-02    2.07e-02      1.57e-01    9.07e-02    9.1e-05
1780800      1.27e+00    2.42e+00      4.85e-02    1.86e-02      9.22e-02    1.79e-01    9.1e-05
1780900      2.19e+00    1.91e+00      3.92e-02    6.95e-02      1.61e-01    1.37e-01    9.1e-05
1781000      1.01e+00    2.46e+00      2.09e-02    3.87e-02      7.32e-02    1.80e-01    9.1e-05
1781100      2.24e-02    2.36e+00      2.48e-03    1.78e-02      3.13e-04    1.75e-01    9.1e-05
1781200      1.28e+00    1.60e+00      2.07e-03    1.45e-02      9.43e-02    1.18e-01    9.1e-05
1781300      1.10e+00    1.15e+00      4.62e-02    2.78e-02      8.02e-02    8.18e-02    9.1e-05
1781400      9.72e-01    2.13e+00      1.87e-02    1.52e-02      7.16e-02    1.57e-01    9.1e-05
1781500      1.54e+00    1.83e+00      2.47e-02    1.97e-02      1.11e-01    1.36e-01    9.1e-05
1781600      1.54e+00    9.65e-01      1.79e-02    1.41e-02      1.13e-01    7.06e-02    9.1e-05
1781700      1.08e+00    1.30e+00      3.54e-02    2.31e-02      7.58e-02    9.46e-02    9.1e-05
1781800      1.22e+00    1.84e+00      4.57e-03    5.57e-02      8.99e-02    1.34e-01    9.1e-05
1781900      8.45e-01    1.33e+00      1.22e-02    2.16e-02      6.16e-02    9.70e-02    9.1e-05
1782000      1.25e+00    1.23e+00      1.82e-02    1.95e-02      9.21e-02    9.04e-02    9.1e-05
1782100      1.68e+00    1.08e+00      6.72e-04    3.04e-02      1.24e-01    7.90e-02    9.1e-05
1782200      1.95e+00    1.30e+00      7.63e-04    3.54e-02      1.44e-01    9.46e-02    9.1e-05
1782300      8.36e-01    1.90e+00      1.51e-02    2.97e-02      6.08e-02    1.40e-01    9.1e-05
1782400      3.25e+00    1.27e+00      2.07e-01    3.09e-02      2.25e-01    9.29e-02    9.1e-05
1782500      6.37e-01    1.14e+00      1.58e-02    4.58e-02      4.51e-02    8.25e-02    9.1e-05
1782600      1.80e+00    1.10e+00      1.21e-01    2.03e-02      1.30e-01    7.95e-02    9.1e-05
1782700      1.63e+00    1.35e+00      1.20e-01    9.46e-03      1.09e-01    9.93e-02    9.1e-05
1782800      5.65e-01    1.73e+00      6.64e-03    4.24e-02      4.15e-02    1.26e-01    9.1e-05
1782900      1.49e+00    1.16e+00      5.00e-03    1.05e-02      1.10e-01    8.58e-02    9.1e-05
